nupdates,explained_variance,value_loss,total_timesteps,policy_entropy,fps
1,-88.76270294189453,0.004407747648656368,80,1.3531568050384521,
100,-0.020647168159484863,0.0016902029747143388,8000,1.3518409729003906,38
200,-0.6248725652694702,0.0030639900360256433,16000,1.3505898714065552,73
300,-0.40693771839141846,0.009180152788758278,24000,1.3600953817367554,107
400,-0.2755659818649292,0.0027611288242042065,32000,1.3674662113189697,139
500,-0.4341391324996948,0.0009461126173846424,40000,1.3800373077392578,168
600,0.03716486692428589,0.04823046922683716,48000,1.3843599557876587,197
700,-0.3135644197463989,0.0009003017912618816,56000,1.3480850458145142,223
800,0.0028735995292663574,0.02814747393131256,64000,1.3828591108322144,249
900,0.0033472180366516113,0.019220439717173576,72000,1.3534098863601685,273
1000,0.024148285388946533,0.033354755491018295,80000,1.2808846235275269,296
1100,-0.03850758075714111,0.027875294908881187,88000,1.3022342920303345,318
1200,0.04400545358657837,0.0009081444004550576,96000,1.3684313297271729,339
1300,0.08888500928878784,0.00469342852011323,104000,1.3675878047943115,359
1400,0.07076877355575562,0.030111968517303467,112000,1.3848413228988647,378
1500,0.08808857202529907,0.030819401144981384,120000,1.371530294418335,396
1600,-0.11275339126586914,0.005216885358095169,128000,1.3821232318878174,413
1700,0.5291264951229095,0.0004832578415516764,136000,1.3758772611618042,430
1800,0.022719204425811768,0.013882091268897057,144000,1.3842074871063232,446
1900,-0.08714282512664795,0.001456108526326716,152000,1.3847862482070923,462
2000,0.0357244610786438,0.01911560446023941,160000,1.3855820894241333,476
2100,0.06921327114105225,0.029702311381697655,168000,1.385603666305542,490
2200,0.13639843463897705,0.028199445456266403,176000,1.382934331893921,504
2300,0.13663983345031738,0.012620098888874054,184000,1.3839505910873413,517
2400,0.8091454952955246,8.762784273130819e-05,192000,1.3858064413070679,530
2500,0.03341317176818848,0.0317998081445694,200000,1.3846590518951416,542
2600,-0.065787672996521,0.001434484263882041,208000,1.3827165365219116,554
2700,0.0930255651473999,0.009097861126065254,216000,1.3849748373031616,565
2800,0.17209511995315552,0.0041991835460066795,224000,1.384958267211914,576
2900,0.3769491910934448,0.00884369295090437,232000,1.383121371269226,587
3000,0.1585754156112671,0.024145040661096573,240000,1.3730385303497314,597
3100,0.13766026496887207,0.0035097897052764893,248000,1.3845343589782715,607
3200,0.40986698865890503,0.0013104615500196815,256000,1.3822872638702393,617
3300,0.13263189792633057,0.028172757476568222,264000,1.3847559690475464,626
3400,0.2720520496368408,0.004692994058132172,272000,1.3832547664642334,635
3500,0.25804340839385986,0.0018336984794586897,280000,1.3791476488113403,644
3600,0.15078991651535034,0.03915230184793472,288000,1.3848192691802979,653
3700,0.473227858543396,0.0011148934718221426,296000,1.3842028379440308,661
3800,0.15089142322540283,0.02508513070642948,304000,1.3835265636444092,668
3900,0.5073258876800537,0.0011189954821020365,312000,1.3844664096832275,676
4000,0.21334654092788696,0.005325847305357456,320000,1.3678983449935913,684
4100,0.11244487762451172,0.04556835815310478,328000,1.3290274143218994,691
4200,-0.042855024337768555,0.0037651732563972473,336000,1.3746788501739502,699
4300,0.5098937749862671,0.01052030548453331,344000,1.3796064853668213,706
4400,0.7525939047336578,0.0003325902216602117,352000,1.3831298351287842,712
4500,0.5154769420623779,0.011734277941286564,360000,1.384584665298462,719
4600,0.6554501950740814,0.018564516678452492,368000,1.3792271614074707,725
4700,0.7509137243032455,0.0016813963884487748,376000,1.3798668384552002,732
4800,0.5047621726989746,0.010974076576530933,384000,1.3851040601730347,738
4900,0.7602390497922897,0.009507198818027973,392000,1.3857653141021729,743
